wilaya_code,wilaya_name,commune_name,commune_name_ar
35,Boumerdès,Thenia,الثنية
35,Boumerdès,Tidjelabine,تيجلابين
35,Boumerdès,Timezrit,تيمزريت
35,Boumerdès,Zemmouri,زموري
36,"El Tarf","Ain El Assel","عين العسل"
36,"El Tarf","Ain Kerma","عين الكرمة"
36,"El Tarf",Asfour,عصفور
36,"El Tarf","Ben M Hidi","بن مهيدي"
36,"El Tarf",Berrihane,بريحان
36,"El Tarf",Besbes,البسباس
36,"El Tarf",Bougous,بوقوس
36,"El Tarf",Bouhadjar,بوحجار
36,"El Tarf",Bouteldja,بوثلجة
36,"El Tarf","Chebaita Mokhtar","شبيطة مختار"
36,"El Tarf",Chefia,الشافية
36,"El Tarf",Chihani,شحاني
36,"El Tarf",Drean,الذرعـان
36,"El Tarf",Echatt,الشط
36,"El Tarf","El Aioun",العيون
36,"El Tarf","El Kala",القالة
36,"El Tarf","El Tarf",الطارف
36,"El Tarf","Hammam Beni Salah","حمام بني صالح"
36,"El Tarf","Lac Des Oiseaux","بحيرة الطيور"
36,"El Tarf","Oued Zitoun","وادي الزيتون"
36,"El Tarf","Raml Souk","رمل السوق"
36,"El Tarf",Souarekh,السوارخ
36,"El Tarf",Zerizer,زريزر
36,"El Tarf",Zitouna,الزيتونة
37,Tindouf,"Oum El Assel","أم العسل"
37,Tindouf,Tindouf,تندوف
38,Tissemsilt,Ammari,عماري
38,Tissemsilt,"Beni Chaib","بني شعيب"
38,Tissemsilt,"Beni Lahcene","بني لحسن"
38,Tissemsilt,"Bordj Bounaama","برج بونعامة"
38,Tissemsilt,"Bordj El Emir Abdelkader","برج الأمير عبد القادر"
38,Tissemsilt,Boucaid,بوقائد
38,Tissemsilt,Khemisti,خميستي
38,Tissemsilt,Larbaa,الأربعاء
38,Tissemsilt,Lardjem,لرجام
38,Tissemsilt,Layoune,العيون
38,Tissemsilt,Lazharia,الأزهرية
38,Tissemsilt,Maacem,المعاصم
38,Tissemsilt,Melaab,الملعب
38,Tissemsilt,"Ouled Bessam","أولاد بسام"
38,Tissemsilt,"Sidi Abed","سيدي عابد"
38,Tissemsilt,"Sidi Boutouchent","سيدي بوتوشنت"
38,Tissemsilt,"Sidi Lantri","سيدي العنتري"
38,Tissemsilt,"Sidi Slimane","سيدي سليمان"
38,Tissemsilt,Tamellahet,تملاحت
38,Tissemsilt,"Theniet El Had","ثنية الاحد"
38,Tissemsilt,Tissemsilt,تيسمسيلت
38,Tissemsilt,Youssoufia,اليوسفية
39,"El Oued",Bayadha,البياضة
39,"El Oued","Ben Guecha","بن  قشة"
39,"El Oued",Debila,الدبيلة
39,"El Oued","Douar El Maa","دوار الماء"
39,"El Oued","El Ogla",العقلة
39,"El Oued",El-Oued,الوادي
39,"El Oued",Guemar,قمار
39,"El Oued",Hamraia,الحمراية
39,"El Oued","Hassani Abdelkrim","حساني عبد الكريم"
39,"El Oued","Hassi Khalifa","حاسي خليفة"
39,"El Oued",Kouinine,كوينين
39,"El Oued",Magrane,المقرن
39,"El Oued","Mih Ouansa","اميه وانسة"
39,"El Oued",Nakhla,النخلة
39,"El Oued","Oued El Alenda","وادي العلندة"
39,"El Oued",Ourmes,ورماس
39,"El Oued",Reguiba,الرقيبة
39,"El Oued",Robbah,الرباح
39,"El Oued","Sidi Aoun","سيدي عون"
39,"El Oued",Taghzout,تغزوت
39,"El Oued","Taleb Larbi","الطالب العربي"
39,"El Oued",Trifaoui,الطريفاوي
40,Khenchela,"Ain Touila","عين الطويلة"
40,Khenchela,Babar,بابار
40,Khenchela,Baghai,بغاي
40,Khenchela,Bouhmama,بوحمامة
40,Khenchela,Chechar,ششار
40,Khenchela,Chelia,شلية
40,Khenchela,Djellal,جلال
40,Khenchela,"El Hamma",الحامة
40,Khenchela,"El Mahmal",المحمل
40,Khenchela,"El Oueldja",الولجة
40,Khenchela,Ensigha,انسيغة
40,Khenchela,Kais,قايس
40,Khenchela,Khenchela,خنشلة
40,Khenchela,Khirane,خيران
40,Khenchela,M'Sara,مصارة
40,Khenchela,M'Toussa,متوسة
40,Khenchela,"Ouled Rechache","أولاد رشاش"
40,Khenchela,Remila,الرميلة
40,Khenchela,Tamza,طامزة
40,Khenchela,Taouzianat,تاوزيانت
40,Khenchela,Yabous,يابوس
41,"Souk Ahras","Ain Soltane","عين سلطان"
41,"Souk Ahras","Ain Zana","عين الزانة"
41,"Souk Ahras","Bir Bouhouche","بئر بوحوش"
41,"Souk Ahras",Drea,الدريعة
41,"Souk Ahras",Haddada,الحدادة
41,"Souk Ahras",Hanencha,الحنانشة
41,"Souk Ahras",Khedara,الخضارة
41,"Souk Ahras",Khemissa,خميسة
41,"Souk Ahras",M'daourouche,مداوروش
41,"Souk Ahras",Machroha,المشروحة
41,"Souk Ahras",Merahna,المراهنة
41,"Souk Ahras","Oued Kebrit","وادي الكبريت"
41,"Souk Ahras",Ouillen,ويلان
41,"Souk Ahras","Ouled Driss","أولاد إدريس"
41,"Souk Ahras","Ouled Moumen","أولاد مومن"
41,"Souk Ahras","Oum El Adhaim","أم العظايم"
41,"Souk Ahras",Ragouba,الراقوبة
41,"Souk Ahras","Safel El Ouiden","سافل الويدان"
41,"Souk Ahras",Sedrata,سدراتة
41,"Souk Ahras","Sidi Fredj","سيدي فرج"
41,"Souk Ahras","Souk Ahras","سوق أهراس"
41,"Souk Ahras",Taoura,تاورة
41,"Souk Ahras",Terraguelt,ترقالت
41,"Souk Ahras",Tiffech,تيفاش
41,"Souk Ahras",Zaarouria,الزعرورية
41,"Souk Ahras",Zouabi,الزوابي
42,Tipaza,Aghbal,أغبال
42,Tipaza,"Ahmer El Ain","أحمر العين"
42,Tipaza,"Ain Tagourait","عين تاقورايت"
42,Tipaza,Attatba,الحطاطبة
42,Tipaza,"Beni Mileuk","بني ميلك"
42,Tipaza,"Bou Haroun",بوهارون
42,Tipaza,"Bou Ismail",بواسماعيل
42,Tipaza,Bourkika,بورقيقة
42,Tipaza,Chaiba,الشعيبة
42,Tipaza,Cherchell,شرشال
42,Tipaza,Damous,الداموس
42,Tipaza,Douaouda,دواودة
42,Tipaza,Fouka,فوكة
42,Tipaza,Gouraya,قوراية
42,Tipaza,Hadjout,حجوط
42,Tipaza,"Hadjret Ennous","حجرة النص"
42,Tipaza,Khemisti,خميستي
42,Tipaza,Kolea,القليعة
42,Tipaza,Larhat,الأرهاط
42,Tipaza,Menaceur,مناصر
42,Tipaza,Merad,مراد
42,Tipaza,Messelmoun,مسلمون
42,Tipaza,Nador,الناظور
42,Tipaza,"Sidi Ghiles","سيدي غيلاس"
42,Tipaza,"Sidi Rached","سيدي راشد"
42,Tipaza,"Sidi Semiane","سيدي سميان"
42,Tipaza,Sidi-Amar,"سيدي عامر"
42,Tipaza,Tipaza,تيبازة
43,Mila,"Ahmed Rachedi","أحمد راشدي"
43,Mila,"Ain Beida Harriche","عين البيضاء أحريش"
43,Mila,"Ain Mellouk","عين الملوك"
43,Mila,"Ain Tine","عين التين"
43,Mila,"Amira Arres","اعميرة اراس"
43,Mila,"Benyahia Abderrahmane","بن يحي عبد الرحمن"
43,Mila,Bouhatem,بوحاتم
43,Mila,"Chelghoum Laid","شلغوم العيد"
43,Mila,Chigara,الشيقارة
43,Mila,"Derrahi Bousselah","دراحي بوصلاح"
43,Mila,"El Ayadi Barbes","العياضي برباس"
43,Mila,"El Mechira",مشيرة
43,Mila,Ferdjioua,فرجيوة
43,Mila,"Grarem Gouga","القرارم قوقة"
43,Mila,Hamala,حمالة
43,Mila,Mila,ميلة
43,Mila,"Minar Zarza","مينار زارزة"
43,Mila,"Oued Athmenia","وادي العثمانية"
43,Mila,"Oued Endja","وادي النجاء"
43,Mila,"Oued Seguen","وادي سقان"
43,Mila,"Ouled Khalouf","أولاد اخلوف"
43,Mila,Rouached,الرواشد
43,Mila,"Sidi Khelifa","سيدي خليفة"
43,Mila,"Sidi Merouane","سيدي مروان"
43,Mila,Tadjenanet,تاجنانت
43,Mila,"Tassadane Haddada","تسدان حدادة"
43,Mila,"Tassala Lematai","تسالة لمطاعي"
43,Mila,Teleghma,التلاغمة
43,Mila,"Terrai Bainen","ترعي باينان"
43,Mila,Tiberguent,تيبرقنت
43,Mila,"Yahia Beniguecha","يحي بني قشة"
43,Mila,Zeghaia,زغاية
44,"Aïn Defla",Ain-Benian,"عين البنيان"
44,"Aïn Defla",Ain-Bouyahia,"عين بويحيى"
44,"Aïn Defla",Ain-Defla,"عين الدفلى"
44,"Aïn Defla",Ain-Lechiakh,"عين الاشياخ"
44,"Aïn Defla",Ain-Soltane,"عين السلطان"
44,"Aïn Defla",Ain-Torki,"عين التركي"
44,"Aïn Defla",Arib,عريب
44,"Aïn Defla",Bathia,بطحية
44,"Aïn Defla",Belaas,بلعاص
44,"Aïn Defla","Ben Allal","بن علال"
44,"Aïn Defla",Bir-Ould-Khelifa,"بئر ولد خليفة"
44,"Aïn Defla",Birbouche,بربوش
44,"Aïn Defla",Bordj-Emir-Khaled,"برج الأمير خالد"
44,"Aïn Defla",Boumedfaa,بومدفع
44,"Aïn Defla",Bourached,بوراشد
44,"Aïn Defla",Djelida,جليدة
44,"Aïn Defla","Djemaa Ouled Cheikh","جمعة أولاد الشيخ"
44,"Aïn Defla",Djendel,جندل
44,"Aïn Defla",El-Abadia,العبادية
44,"Aïn Defla",El-Amra,العامرة
44,"Aïn Defla",El-Attaf,العطاف
44,"Aïn Defla",El-Maine,الماين
44,"Aïn Defla",Hammam-Righa,"حمام ريغة"
44,"Aïn Defla",Hassania,الحسانية
44,"Aïn Defla",Hoceinia,الحسينية
44,"Aïn Defla",Khemis-Miliana,"خميس مليانة"
44,"Aïn Defla",Mekhatria,المخاطرية
44,"Aïn Defla",Miliana,مليانة
44,"Aïn Defla","Oued Chorfa","وادي الشرفاء"
44,"Aïn Defla","Oued Djemaa","واد الجمعة"
44,"Aïn Defla",Rouina,الروينة
44,"Aïn Defla",Sidi-Lakhdar,"سيدي الأخضر"
44,"Aïn Defla","Tacheta Zegagha","تاشتة زقاغة"
44,"Aïn Defla",Tarik-Ibn-Ziad,"طارق بن زياد"
44,"Aïn Defla",Tiberkanine,تبركانين
44,"Aïn Defla",Zeddine,زدين
45,Naâma,"Ain Ben Khelil","عين بن خليل"
45,Naâma,"Ain Sefra","عين الصفراء"
45,Naâma,Asla,عسلة
45,Naâma,"Djenienne Bourezg","جنين بورزق"
45,Naâma,"El Biodh",البيوض
45,Naâma,Kasdir,القصدير
45,Naâma,"Makmen Ben Amar","مكمن بن عمار"
45,Naâma,Mecheria,المشرية
45,Naâma,Moghrar,مغرار
45,Naâma,Naama,النعامة
45,Naâma,Sfissifa,سفيسيفة
45,Naâma,Tiout,تيوت
46,"Aïn Témouchent",Aghlal,أغلال
46,"Aïn Témouchent","Ain El Arbaa","عين الأربعاء"
46,"Aïn Témouchent","Ain Kihal","عين الكيحل"
46,"Aïn Témouchent","Ain Temouchent","عين تموشنت"
46,"Aïn Témouchent","Ain Tolba","عين الطلبة"
46,"Aïn Témouchent",Aoubellil,"عقب الليل"
46,"Aïn Témouchent","Beni Saf","بني صاف"
46,"Aïn Témouchent",Bouzedjar,بوزجار
46,"Aïn Témouchent","Chaabat El Ham","شعبة اللحم"
46,"Aïn Témouchent",Chentouf,شنتوف
46,"Aïn Témouchent","El Amria",العامرية
46,"Aïn Témouchent","El Maleh",المالح
46,"Aïn Témouchent","El Messaid",المساعيد
46,"Aïn Témouchent","Emir Abdelkader","الأمير عبد القادر"
46,"Aïn Témouchent","Hammam Bou Hadjar","حمام بوحجر"
46,"Aïn Témouchent",Hassasna,الحساسنة
46,"Aïn Témouchent","Hassi El Ghella","حاسي الغلة"
46,"Aïn Témouchent","Oued Berkeche","وادي برقش"
46,"Aïn Témouchent","Oued Sebbah","وادي الصباح"
46,"Aïn Témouchent","Ouled Boudjemaa","أولاد بوجمعة"
46,"Aïn Témouchent","Ouled Kihal","أولاد الكيحل"
46,"Aïn Témouchent","Oulhaca El Gheraba","ولهاصة الغرابة"
46,"Aïn Témouchent","Sidi Ben Adda","سيدي بن عدة"
46,"Aïn Témouchent","Sidi Boumediene","سيدي بومدين"
46,"Aïn Témouchent","Sidi Ouriache","سيدي ورياش"
46,"Aïn Témouchent","Sidi Safi","سيدي صافي"
46,"Aïn Témouchent",Tamzoura,تامزورة
46,"Aïn Témouchent",Terga,تارقة
47,Ghardaïa,Berriane,بريان
47,Ghardaïa,Bounoura,بونورة
47,Ghardaïa,"Dhayet Bendhahoua","ضاية بن ضحوة"
47,Ghardaïa,"El Atteuf",العطف
47,Ghardaïa,"El Guerrara",القرارة
47,Ghardaïa,Ghardaia,غرداية
47,Ghardaïa,Mansoura,المنصورة
47,Ghardaïa,Metlili,متليلي
47,Ghardaïa,Sebseb,سبسب
47,Ghardaïa,Zelfana,زلفانة
48,Relizane,"Ain Rahma","عين الرحمة"
48,Relizane,Ain-Tarek,"عين طارق"
48,Relizane,"Ammi Moussa","عمي موسى"
48,Relizane,"Belaassel Bouzagza","بلعسل بوزقزة"
48,Relizane,Bendaoud,"بن داود"
48,Relizane,"Beni Dergoun","بني درقن"
48,Relizane,"Beni Zentis","بني زنطيس"
48,Relizane,"Dar Ben Abdelah","دار بن عبد الله"
48,Relizane,Djidiouia,جديوية
48,Relizane,"El H'madna",الحمادنة
48,Relizane,"El Hassi",الحاسي
48,Relizane,"El Ouldja",الولجة
48,Relizane,El-Guettar,القطار
48,Relizane,El-Matmar,المطمر
48,Relizane,"Had Echkalla","حد الشكالة"
48,Relizane,Hamri,حمري
48,Relizane,Kalaa,القلعة
48,Relizane,Lahlef,لحلاف
48,Relizane,Mazouna,مازونة
48,Relizane,Mediouna,مديونة
48,Relizane,Mendes,منداس
48,Relizane,"Merdja Sidi Abed","مرجة سيدي عابد"
48,Relizane,Ouarizane,واريزان
48,Relizane,"Oued El Djemaa","وادي الجمعة"
48,Relizane,"Oued Essalem","وادي السلام"
48,Relizane,Oued-Rhiou,"وادي رهيو"
48,Relizane,"Ouled Aiche","أولاد يعيش"
48,Relizane,"Ouled Sidi Mihoub","أولاد سيدي الميهوب"
48,Relizane,Ramka,الرمكة
48,Relizane,Relizane,غليزان
48,Relizane,"Sidi Khettab","سيدي  خطاب"
48,Relizane,"Sidi Lazreg","سيدي لزرق"
48,Relizane,"Sidi M'Hamed Benaouda","سيدي امحمد بن عودة"
48,Relizane,"Sidi M'hamed Benali","سيدي أمحمد بن علي"
48,Relizane,"Sidi Saada","سيدي سعادة"
48,Relizane,"Souk El Had","سوق الحد"
48,Relizane,Yellel,يلل
48,Relizane,Zemmoura,زمورة
49,Timimoun,Aougrout,أوقروت
49,Timimoun,Charouine,شروين
49,Timimoun,Deldoul,دلدول
49,Timimoun,"Ksar Kaddour","قصر قدور"
49,Timimoun,Metarfa,المطارفة
49,Timimoun,"Ouled Aissa","أولاد عيسى"
49,Timimoun,"Ouled Said","أولاد السعيد"
49,Timimoun,Talmine,طالمين
49,Timimoun,Timimoun,تيميمون
49,Timimoun,Tinerkouk,تنركوك
50,"Bordj Badji Mokhtar","Bordj Badji Mokhtar","برج باجي مختار"
50,"Bordj Badji Mokhtar",Timiaouine,تيمياوين
51,"Ouled Djellal",Besbes,بسباس
51,"Ouled Djellal",Chaiba,الشعيبة
51,"Ouled Djellal",Doucen,الدوسن
51,"Ouled Djellal","Ouled Djellal","أولاد جلال"
51,"Ouled Djellal","Ras El Miad","رأس الميعاد"
51,"Ouled Djellal","Sidi Khaled","سيدي  خالد"
52,"Béni Abbès","Beni Ikhlef","بن يخلف"
52,"Béni Abbès","Béni Abbès","بني عباس"
52,"Béni Abbès","El Ouata",الواتة
52,"Béni Abbès",Igli,إقلي
52,"Béni Abbès",Kerzaz,كرزاز
52,"Béni Abbès",Ksabi,القصابي
52,"Béni Abbès",Ouled-Khodeir,"أولاد خضير"
52,"Béni Abbès",Tabelbala,تبلبالة
52,"Béni Abbès",Tamtert,تامترت
52,"Béni Abbès",Timoudi,تيمودي
53,"In Salah","Ain Salah","عين صالح"
53,"In Salah","Foggaret Ezzoua","فقارة الزوى"
53,"In Salah",Inghar,إينغر
54,"In Guezzam","Ain Guezzam","عين قزام"
54,"In Guezzam","Tin Zouatine","تين زواتين"
55,Touggourt,Benaceur,"بن ناصر"
55,Touggourt,"Blidet Amor","بلدة اعمر"
55,Touggourt,"El Alia",العالية
55,Touggourt,"El Hadjira",الحجيرة
55,Touggourt,M'Naguer,المنقر
55,Touggourt,Megarine,المقارين
55,Touggourt,Nezla,النزلة
55,Touggourt,"Sidi Slimane","سيدي سليمان"
55,Touggourt,Taibet,الطيبات
55,Touggourt,Tebesbest,تبسبست
55,Touggourt,Temacine,تماسين
55,Touggourt,Touggourt,تقرت
55,Touggourt,"Zaouia El Abidia","الزاوية العابدية"
56,Djanet,"Bordj El Haouass","برج الحواس"
56,Djanet,Djanet,جانت
57,"El M'Ghair",Djamaa,جامعة
57,"El M'Ghair",El-M'ghaier,المغير
57,"El M'Ghair",M'Rara,المرارة
57,"El M'Ghair","Oum Touyour","أم الطيور"
57,"El M'Ghair","Sidi Amrane","سيدي عمران"
57,"El M'Ghair","Sidi Khelil","سيدي خليل"
57,"El M'Ghair",Still,سطيل
57,"El M'Ghair",Tenedla,تندلة
58,"El Meniaa","El Meniaa",المنيعة
58,"El Meniaa","Hassi Fehal","حاسي الفحل"
58,"El Meniaa","Hassi Gara","حاسي القارة"
